9876 4000
686992 2765 8964
695724 4786 8481
694757 3629 6314
689807 887 7503
693972 3559 3788
699442 8547 9290
697363 9 4390
696064 3581 841
685337 435 8107
694199 1499 2821
684080 7185 6838
699454 796 7009
690301 724 5608
685000 1916 3245
685136 8267 2403
688317 844 1221
686879 4921 8762
687434 3949 4934
696830 4749 3539
688736 9491 3849
695914 6223 7143
683697 972 162
694045 9733 865
694214 1161 4260
697235 1424 7009
690630 9101 5757
696187 9194 3961
696926 8383 6524
698187 5412 6340
688430 8870 524
680875 520 1329
683051 2044 292
683620 7285 2594
687378 1142 4868
682108 5536 2442
690654 1158 4290
689901 5754 8804
686724 353 8910
693596 2888 3886
686425 5235 252
696760 7229 8628
691262 6918 4626
698022 5824 5194
697995 5548 6262
698261 5208 8217
682271 8274 1241
696166 3597 5637
698571 1934 8751
681132 9734 1422
685964 6521 5638
693176 7100 7610
695097 259 7200
690980 6761 1892
688601 8875 3434
681628 3414 8597
690817 3967 9876
685644 9542 8354
696558 7004 317
697446 8518 2768
699995 7669 2365
686962 7880 3382
682080 1970 9194
692530 9780 8477
694582 8422 2428
687195 1073 1194
698264 2286 6723
697982 5513 5665
696627 5895 7216
685843 8475 5265
695067 8503 5744
693016 4307 8461
697550 2260 6117
687419 5737 2131
690202 3375 6919
697832 2533 7012
683985 7698 6264
695943 7739 5167
699754 9036 4101
685838 9495 9336
695911 2309 7304
684673 41 9111
698905 1606 1582
690819 3347 9675
691263 2870 4271
695354 7968 3823
680316 3717 6065
688117 3222 6621
691520 7664 1546
691614 9444 7168
694510 1964 9706
680065 8845 7120
689866 9321 7166
686875 8397 2542
687514 2148 1797
696405 2872 5011
682821 8574 598
689631 2025 4503
690540 8662 1630
680028 5488 3372
683072 8150 3161
687212 6837 4345
693545 8091 399
690989 1543 5806
680394 7672 7139
682599 7826 2555
690790 5624 906
684441 9062 9459
686554 9825 4583
690381 4450 3537
690251 3181 337
689656 2706 7808
684579 2817 533
697223 4320 1162
697150 808 9196
681120 9296 8805
690713 618 6741
686221 8941 3164
680895 6409 2
688497 2410 2718
686068 3805 304
689520 662 5171
699302 5655 7528
693000 1636 3675
683154 7990 3089
687300 8804 8506
690849 2877 4186
690942 6518 9932
685786 9787 3000
692372 5965 6410
682977 4042 6989
692580 9405 1338
694291 572 4737
691285 4528 6267
690482 6644 5168
688798 6317 1841
699450 7144 1688
683722 6062 4051
691853 1623 4010
688067 5612 7456
697423 3020 4038
687100 5898 3284
696015 6672 8584
693495 8287 6474
684044 3237 955
689316 5990 4189
689936 5158 7433
685970 1379 8812
692778 8940 6654
691416 2445 4143
692325 2233 6393
684810 9790 2550
680447 6964 5202
692876 5849 1365
682204 3416 7623
682203 1888 7037
692852 5626 4404
687341 1591 8293
689042 217 8519
692894 5855 2514
699394 7424 2579
687977 8489 5195
693254 8085 3865
684570 2729 9116
697451 4441 9974
683868 7456 9202
684990 140 1800
691581 3430 3537
686862 4688 9616
697842 4268 2314
691800 5354 3334
686743 7431 8497
698731 4454 7445
698115 5083 1625
687905 744 2228
692198 4613 4109
698785 6350 6114
694034 2914 6211
690264 1440 7216
695311 8182 6956
682469 696 5116
686125 4968 581
681465 4415 2148
680331 7347 7133
681537 3882 5589
693950 1111 1465
687990 8549 4802
681565 2249 3442
682656 5759 3603
683291 1970 1126
682027 2697 8908
690296 1675 3571
680873 3156 5719
695682 8677 6358
690015 8248 2789
680344 4252 7967
698440 4795 3255
693696 3130 4124
698811 7087 2705
696681 6898 385
681975 416 7516
694674 4702 1558
693288 2366 3026
683921 9960 8875
695638 1188 211
696037 2451 7766
693846 5939 8650
699984 6450 6307
687904 4815 9774
681183 4113 1886
696667 1265 2417
698373 2239 5057
686228 1987 8497
690894 7224 1640
692072 2130 6314
686330 8010 4214
684486 8508 171
696821 3464 4630
683409 6129 2348
683372 1890 2074
681758 5232 2428
694370 9975 8982
686366 462 5456
698914 7299 9031
681089 5995 5123
696726 23 3583
698041 3821 3009
696241 3022 5794
694760 6499 1364
688027 4697 6954
696569 3827 6412
684771 1470 8776
692113 6023 3079
684532 810 6386
690586 1391 239
697988 6514 9991
685819 5867 8198
692900 2913 8184
691047 8174 124
695851 2408 8312
691968 4344 6718
688766 1117 5303
696877 4509 450
693076 6321 8936
691747 8781 8969
681743 3445 1529
698664 9780 9237
683444 9506 1728
691103 3129 7669
690169 7489 5858
690971 6617 1038
688329 2058 4729
698369 3164 4113
680325 2072 3754
687090 3982 5874
689140 973 3641
683804 4038 6768
680761 8007 2016
687552 8009 1049
687203 2725 9248
684341 2658 7282
696218 7913 1776
684268 9707 2768
692699 2347 126
683501 185 7031
697684 8961 9577
697580 7549 5192
689809 9372 9605
687178 8990 6938
687629 4950 4703
690670 6819 6659
682143 5682 9089
692511 6520 392
697043 3621 4147
698980 2284 5858
693853 7284 6265
698274 7015 4630
697216 9470 4908
689924 2714 8697
686183 1577 1752
682485 4576 2974
698091 2702 4177
683182 1719 8792
682565 1117 8909
691964 3701 4221
687296 9107 8197
681195 9243 6465
694050 4882 6458
680113 3456 5327
685814 2801 3922
680922 1592 233
694807 2692 1401
698493 3768 1868
691303 6616 171
685102 7017 7002
686272 3677 8189
680870 8126 1376
694607 1336 8954
687070 3944 6453
687249 8482 5735
681340 7247 1840
689454 5161 5640
687813 365 6162
688542 6099 2461
680652 9679 8233
680917 8351 7533
682618 1158 9922
682041 6439 2760
698808 8468 8066
689568 4920 5283
690543 1467 4143
681290 2553 3491
698777 7739 5007
698362 8946 6479
682766 1336 4238
683801 4960 9742
698565 5315 4985
685566 1013 4930
691099 4496 3546
687891 1816 4432
689102 7969 1310
682124 2809 8998
692899 9008 5131
699093 4369 1777
694681 2880 1309
697597 9366 3627
697984 8749 4642
688968 306 9677
689833 7183 7133
693278 6507 329
690315 2507 5795
695899 7668 6028
699053 2403 9954
688826 8185 770
689023 6136 5844
685575 6849 7772
687644 3094 2112
689110 1102 2551
680952 4914 5691
689342 5747 6175
695577 3706 6277
